Titulo;Descripcion;Categoría;latitud;longitud;fecha del hecho;;;;;
322;Colisión vehículo-vehículo;Accidente automovilistico;-28;-68;23/7/2017;;;;;
323;Colisión vehículo-vehículo;Accidente automovilistico;-28;-68;23/7/2017;;;;;
324;Vuelco-Despistes;Accidente automovilistico;-55;-67;5/8/2017;;;;;
325;Vuelco-Despistes;Accidente automovilistico;-55;-67;5/8/2017;;;;;
326;Colisión vehículo-vehículo;Accidente automovilistico;-31;-69;12/8/2017;;;;;
327;Colisión vehículo-vehículo;Accidente automovilistico;-31;-69;12/8/2017;;;;;
328;Colisión vehículo-persona;Accidente automovilistico;-28;-68;1/9/2017;;;;;
329;Colisión vehículo-persona;Accidente automovilistico;-28;-68;1/9/2017;;;;;
330;Colisión vehículo-objeto;Accidente automovilistico;-32;-69;24/9/2017;;;;;
331;Colisión vehículo-objeto;Accidente automovilistico;-32;-69;24/9/2017;;;;;
332;Vuelco-Despistes;Accidente automovilistico;-32;-68;30/9/2017;;;;;
333;Vuelco-Despistes;Accidente automovilistico;-32;-68;30/9/2017;;;;;
334;Colisión vehículo-persona;Accidente automovilistico;-39;-68;20/7/2017;;;;;
335;Colisión vehículo-persona;Accidente automovilistico;-39;-68;20/7/2017;;;;;
336;Sin determinar;Accidente automovilistico;-39;-68;24/8/2017;;;;;
337;Sin determinar;Accidente automovilistico;-39;-68;24/8/2017;;;;;
338;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;3/6/2017;;;;;
339;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;3/6/2017;;;;;
340;Vuelco-Despistes;Accidente automovilistico;-39;-68;29/8/2017;;;;;
341;Colisión vehículo-vehículo;Accidente automovilistico;-39;-69;6/7/2017;;;;;
342;Colisión vehículo-vehículo;Accidente automovilistico;-39;-69;6/7/2017;;;;;
343;Vuelco-Despistes;Accidente automovilistico;-40;-70;14/7/2017;;;;;
344;Vuelco-Despistes;Accidente automovilistico;-40;-70;16/7/2017;;;;;
345;Vuelco-Despistes;Accidente automovilistico;-40;-70;16/7/2017;;;;;
346;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;19/5/2017;;;;;
347;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;19/5/2017;;;;;
348;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;10/6/2017;;;;;
349;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;10/6/2017;;;;;
350;Vuelco-Despistes;Accidente automovilistico;-39;-70;1/7/2017;;;;;
351;Vuelco-Despistes;Accidente automovilistico;-39;-70;7/7/2017;;;;;
352;Colisión vehículo-vehículo;Accidente automovilistico;-39;-70;20/7/2017;;;;;
353;Colisión vehículo-vehículo;Accidente automovilistico;-39;-70;20/7/2017;;;;;
354;Colisión vehículo-objeto;Accidente automovilistico;-39;-68;23/7/2017;;;;;
355;Colisión vehículo-vehículo;Accidente automovilistico;-38;-69;20/8/2017;;;;;
356;Colisión vehículo-vehículo;Accidente automovilistico;-38;-69;20/8/2017;;;;;
357;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;22/9/2017;;;;;
358;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;22/9/2017;;;;;
359;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;29/9/2017;;;;;
360;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;29/9/2017;;;;;
361;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;22/9/2017;;;;;
362;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;22/9/2017;;;;;
363;Colisión vehículo-vehículo;Accidente automovilistico;-32;-69;24/9/2017;;;;;
364;Colisión vehículo-vehículo;Accidente automovilistico;-32;-69;24/9/2017;;;;;
365;Colisión vehículo-vehículo;Accidente automovilistico;-41;-72;11/8/2017;;;;;
366;Colisión vehículo-vehículo;Accidente automovilistico;-41;-72;11/8/2017;;;;;
367;Colisión vehículo-vehículo;Accidente automovilistico;-41;-72;11/8/2017;;;;;
368;Vuelco-Despistes;Accidente automovilistico;-37;-70;21/8/2017;;;;;
369;Colisión vehículo-persona;Accidente automovilistico;-37;-69;1/8/2017;;;;;
370;Colisión vehículo-persona;Accidente automovilistico;-37;-69;1/8/2017;;;;;
371;Colisión vehículo-vehículo;Accidente automovilistico;-39;-69;25/8/2017;;;;;
372;Colisión vehículo-vehículo;Accidente automovilistico;-39;-69;25/8/2017;;;;;
373;Colisión vehículo-vehículo;Accidente automovilistico;-39;-69;25/8/2017;;;;;
374;Colisión vehículo-vehículo;Accidente automovilistico;-47;-68;18/4/2017;;;;;
375;Colisión vehículo-vehículo;Accidente automovilistico;-47;-68;18/4/2017;;;;;
376;Colisión vehículo-vehículo;Accidente automovilistico;-47;-68;18/4/2017;;;;;
377;Colisión vehículo-vehículo;Accidente automovilistico;-47;-68;18/4/2017;;;;;
378;Colisión vehículo-vehículo;Accidente automovilistico;-47;-68;18/4/2017;;;;;
379;Vuelco-Despistes;Accidente automovilistico;-50;-72;16/4/2017;;;;;
380;Vuelco-Despistes;Accidente automovilistico;-50;-72;16/4/2017;;;;;
381;Colisión vehículo-persona;Accidente automovilistico;-50;-69;12/1/2017;;;;;
382;Colisión vehículo-persona;Accidente automovilistico;-50;-69;12/1/2017;;;;;
383;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;11/9/2017;;;;;
384;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;11/9/2017;;;;;
385;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;11/9/2017;;;;;
386;Vuelco-Despistes;Accidente automovilistico;-25;-64;1/10/2017;;;;;
387;Vuelco-Despistes;Accidente automovilistico;-25;-64;1/10/2017;;;;;
388;Colisión vehículo-objeto;Accidente automovilistico;-32;-69;8/9/2017;;;;;
389;Colisión vehículo-objeto;Accidente automovilistico;-32;-69;8/9/2017;;;;;
390;Colisión vehículo-persona;Accidente automovilistico;-31;-69;11/9/2017;;;;;
391;Colisión vehículo-persona;Accidente automovilistico;-31;-69;11/9/2017;;;;;
392;Vuelco-Despistes;Accidente automovilistico;-32;-68;7/9/2017;;;;;
393;Vuelco-Despistes;Accidente automovilistico;-32;-68;7/9/2017;;;;;
394;Colisión vehículo-vehículo;Accidente automovilistico;-36;-64;17/8/2017;;;;;
395;Colisión vehículo-vehículo;Accidente automovilistico;-36;-64;17/8/2017;;;;;
396;Colisión vehículo-vehículo;Accidente automovilistico;-36;-64;17/8/2017;;;;;
397;Colisión vehículo-objeto;Accidente automovilistico;-52;-69;27/10/2017;;;;;
398;Colisión vehículo-objeto;Accidente automovilistico;-52;-69;27/10/2017;;;;;
399;Colisión vehículo-vehículo;Accidente automovilistico;-49;-68;18/10/2017;;;;;
400;Colisión vehículo-vehículo;Accidente automovilistico;-49;-68;18/10/2017;;;;;
401;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;5/10/2017;;;;;
402;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;5/10/2017;;;;;
403;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;5/10/2017;;;;;
404;Colisión vehículo-persona;Accidente automovilistico;-25;-65;10/10/2017;;;;;
405;Colisión vehículo-persona;Accidente automovilistico;-25;-65;10/10/2017;;;;;
406;Otro;Accidente automovilistico;-23;-64;7/10/2017;;;;;
407;Otro;Accidente automovilistico;-23;-64;7/10/2017;;;;;
408;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;13/10/2017;;;;;
409;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;13/10/2017;;;;;
410;Colisión vehículo-persona;Accidente automovilistico;-23;-64;13/10/2017;;;;;
411;Colisión vehículo-persona;Accidente automovilistico;-23;-64;13/10/2017;;;;;
412;Otro;Accidente automovilistico;-25;-65;14/10/2017;;;;;
413;Otro;Accidente automovilistico;-25;-65;14/10/2017;;;;;
414;Vuelco-Despistes;Accidente automovilistico;-24;-64;15/10/2017;;;;;
415;Vuelco-Despistes;Accidente automovilistico;-24;-64;15/10/2017;;;;;
416;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;19/10/2017;;;;;
417;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;19/10/2017;;;;;
418;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;20/10/2017;;;;;
419;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;20/10/2017;;;;;
420;Colisión vehículo-objeto;Accidente automovilistico;-25;-64;15/10/2017;;;;;
421;Colisión vehículo-objeto;Accidente automovilistico;-25;-64;15/10/2017;;;;;
422;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;23/10/2017;;;;;
423;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;23/10/2017;;;;;
424;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;23/10/2017;;;;;
425;Colisión vehículo-persona;Accidente automovilistico;-25;-65;26/10/2017;;;;;
426;Colisión vehículo-persona;Accidente automovilistico;-25;-65;26/10/2017;;;;;
427;Vuelco-Despistes;Accidente automovilistico;-47;-68;9/10/2017;;;;;
428;Vuelco-Despistes;Accidente automovilistico;-47;-68;9/10/2017;;;;;
429;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;31/10/2017;;;;;
430;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;31/10/2017;;;;;
431;Vuelco-Despistes;Accidente automovilistico;-32;-69;2/10/2017;;;;;
432;Vuelco-Despistes;Accidente automovilistico;-32;-69;2/10/2017;;;;;
433;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;24/9/2017;;;;;
434;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;24/9/2017;;;;;
435;Vuelco-Despistes;Accidente automovilistico;-39;-68;24/9/2017;;;;;
436;Vuelco-Despistes;Accidente automovilistico;-39;-70;24/9/2017;;;;;
437;Colisión vehículo-vehículo;Accidente automovilistico;-40;-71;10/9/2017;;;;;
438;Colisión vehículo-vehículo;Accidente automovilistico;-40;-71;10/9/2017;;;;;
439;Colisión vehículo-vehículo;Accidente automovilistico;-41;-72;23/9/2017;;;;;
440;Colisión vehículo-vehículo;Accidente automovilistico;-41;-72;23/9/2017;;;;;
441;Vuelco-Despistes;Accidente automovilistico;-39;-70;10/9/2017;;;;;
442;Vuelco-Despistes;Accidente automovilistico;-36;-65;29/10/2017;;;;;
443;Vuelco-Despistes;Accidente automovilistico;-36;-65;29/10/2017;;;;;
444;Vuelco-Despistes;Accidente automovilistico;-30;-69;6/10/2017;;;;;
445;Vuelco-Despistes;Accidente automovilistico;-30;-69;6/10/2017;;;;;
446;Vuelco-Despistes;Accidente automovilistico;-36;-67;18/11/2017;;;;;
447;Vuelco-Despistes;Accidente automovilistico;-36;-67;18/11/2017;;;;;
448;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;22/1/2017;;;;;
449;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;22/1/2017;;;;;
450;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;22/1/2017;;;;;
451;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;22/1/2017;;;;;
452;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;24/3/2017;;;;;
453;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;24/3/2017;;;;;
454;Vuelco-Despistes;Accidente automovilistico;-27;-55;27/3/2017;;;;;
455;Vuelco-Despistes;Accidente automovilistico;-27;-55;27/3/2017;;;;;
456;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;18/3/2017;;;;;
457;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;18/3/2017;;;;;
458;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;18/3/2017;;;;;
459;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;9/9/2017;;;;;
460;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;9/9/2017;;;;;
461;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;21/4/2017;;;;;
462;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;21/4/2017;;;;;
463;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;17/3/2017;;;;;
464;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;17/3/2017;;;;;
465;Colisión vehículo-persona;Accidente automovilistico;-27;-55;7/5/2017;;;;;
466;Colisión vehículo-persona;Accidente automovilistico;-27;-55;7/5/2017;;;;;
467;Colisión vehículo-vehículo;Accidente automovilistico;-32;-69;27/10/2017;;;;;
468;Colisión vehículo-vehículo;Accidente automovilistico;-32;-69;27/10/2017;;;;;
469;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;5/2/2017;;;;;
470;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;5/2/2017;;;;;
471;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;31/3/2017;;;;;
472;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;31/3/2017;;;;;
473;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;10/3/2017;;;;;
474;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;10/3/2017;;;;;
475;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;17/3/2017;;;;;
476;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;17/3/2017;;;;;
477;Colisión vehículo-vehículo;Accidente automovilistico;-32;-68;22/10/2017;;;;;
478;Colisión vehículo-vehículo;Accidente automovilistico;-32;-68;22/10/2017;;;;;
479;Vuelco-Despistes;Accidente automovilistico;-31;-69;8/10/2017;;;;;
480;Vuelco-Despistes;Accidente automovilistico;-31;-69;8/10/2017;;;;;
481;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;3/11/2017;;;;;
482;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;3/11/2017;;;;;
483;Colisión vehículo-persona;Accidente automovilistico;-25;-65;4/11/2017;;;;;
484;Colisión vehículo-persona;Accidente automovilistico;-25;-65;4/11/2017;;;;;
485;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;7/11/2017;;;;;
486;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;7/11/2017;;;;;
487;Colisión vehículo-vehículo;Accidente automovilistico;-25;-64;12/11/2017;;;;;
488;Colisión vehículo-vehículo;Accidente automovilistico;-25;-64;12/11/2017;;;;;
489;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;12/11/2017;;;;;
490;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;12/11/2017;;;;;
491;Colisión vehículo-persona;Accidente automovilistico;-25;-65;16/11/2017;;;;;
492;Colisión vehículo-persona;Accidente automovilistico;-25;-65;16/11/2017;;;;;
493;Colisión vehículo-objeto;Accidente automovilistico;-27;-56;7/7/2017;;;;;
494;Colisión vehículo-objeto;Accidente automovilistico;-27;-56;7/7/2017;;;;;
495;Colisión vehículo-objeto;Accidente automovilistico;-27;-56;7/7/2017;;;;;
496;Otro;Accidente automovilistico;-23;-64;1/11/2017;;;;;
497;Otro;Accidente automovilistico;-23;-64;1/11/2017;;;;;
498;Vuelco-Despistes;Accidente automovilistico;-28;-56;12/7/2017;;;;;
499;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;3/8/2017;;;;;
500;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;3/8/2017;;;;;
501;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;7/5/2017;;;;;
502;Colisión vehículo-vehículo;Accidente automovilistico;-28;-55;7/5/2017;;;;;
503;Colisión vehículo-persona;Accidente automovilistico;-27;-55;22/5/2017;;;;;
504;Colisión vehículo-persona;Accidente automovilistico;-27;-55;22/5/2017;;;;;
505;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;24/6/2017;;;;;
506;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;24/6/2017;;;;;
507;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;24/6/2017;;;;;
508;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;24/6/2017;;;;;
509;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;24/6/2017;;;;;
510;Vuelco-Despistes;Accidente automovilistico;-28;-56;31/7/2017;;;;;
511;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;6/6/2017;;;;;
512;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;6/6/2017;;;;;
513;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;6/6/2017;;;;;
514;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;6/6/2017;;;;;
515;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;6/6/2017;;;;;
516;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;6/6/2017;;;;;
517;Colisión vehículo-persona;Accidente automovilistico;-27;-56;18/8/2017;;;;;
518;Colisión vehículo-persona;Accidente automovilistico;-27;-56;18/8/2017;;;;;
519;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;24/4/2017;;;;;
520;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;24/4/2017;;;;;
521;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;12/7/2017;;;;;
522;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;12/7/2017;;;;;
523;Colisión vehículo-persona;Accidente automovilistico;-27;-55;4/8/2017;;;;;
524;Colisión vehículo-persona;Accidente automovilistico;-27;-55;4/8/2017;;;;;
525;Colisión vehículo-persona;Accidente automovilistico;-26;-55;8/8/2017;;;;;
526;Colisión vehículo-persona;Accidente automovilistico;-26;-55;8/8/2017;;;;;
527;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;24/5/2017;;;;;
528;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;24/5/2017;;;;;
529;Vuelco-Despistes;Accidente automovilistico;-26;-55;24/5/2017;;;;;
530;Vuelco-Despistes;Accidente automovilistico;-26;-55;24/5/2017;;;;;
531;Colisión vehículo-persona;Accidente automovilistico;-27;-55;17/8/2017;;;;;
532;Colisión vehículo-persona;Accidente automovilistico;-27;-55;17/8/2017;;;;;
533;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;20/8/2017;;;;;
534;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;20/8/2017;;;;;
535;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;20/8/2017;;;;;
536;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;15/8/2017;;;;;
537;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;15/8/2017;;;;;
538;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;15/8/2017;;;;;
539;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;9/9/2017;;;;;
540;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;9/9/2017;;;;;
541;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;19/2/2017;;;;;
542;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;19/2/2017;;;;;
543;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;3/3/2017;;;;;
544;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;3/3/2017;;;;;
545;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;18/8/2017;;;;;
546;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;18/8/2017;;;;;
547;Vuelco-Despistes;Accidente automovilistico;-26;-55;28/8/2017;;;;;
548;Vuelco-Despistes;Accidente automovilistico;-26;-55;28/8/2017;;;;;
549;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;17/10/2017;;;;;
550;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;17/10/2017;;;;;
551;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;2/10/2017;;;;;
552;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;2/10/2017;;;;;
553;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;18/1/2017;;;;;
554;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;18/1/2017;;;;;
555;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;26/6/2017;;;;;
556;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;26/6/2017;;;;;
557;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;4/4/2017;;;;;
558;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;4/4/2017;;;;;
559;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;24/4/2017;;;;;
560;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;24/4/2017;;;;;
561;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;21/5/2017;;;;;
562;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;21/5/2017;;;;;
563;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;30/9/2017;;;;;
564;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;30/9/2017;;;;;
565;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;22/5/2017;;;;;
566;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;22/5/2017;;;;;
567;Colisión vehículo-persona;Accidente automovilistico;-26;-55;28/10/2017;;;;;
568;Colisión vehículo-persona;Accidente automovilistico;-26;-55;28/10/2017;;;;;
